model,attribute,group,n,positive_rate,pr_auc,recall,precision,threshold
Stacking LogReg C=10,age,[20-30),233,0.08583690987124463,0.11362446864821257,0.1,0.07407407407407407,0.595
Stacking LogReg C=10,age,[30-40),527,0.09487666034155598,0.32675928868013737,0.58,0.29591836734693877,0.595
Stacking LogReg C=10,age,[40-50),1468,0.11307901907356949,0.28343118717901483,0.3855421686746988,0.25296442687747034,0.595
Stacking LogReg C=10,age,[50-60),2553,0.09479044261652958,0.20998271844331562,0.34710743801652894,0.20047732696897375,0.595
Stacking LogReg C=10,age,[60-70),3478,0.11242093156986774,0.2521311569178003,0.38107416879795397,0.22713414634146342,0.595
Stacking LogReg C=10,age,[70-80),3838,0.11594580510682648,0.20803233025705048,0.36179775280898874,0.21045751633986928,0.595
Stacking LogReg C=10,age,[80-90),2638,0.1197877179681577,0.2077736378814103,0.3575949367088608,0.19316239316239317,0.595
Stacking LogReg C=10,age,[90-100),399,0.12030075187969924,0.14554805330518544,0.16666666666666666,0.13559322033898305,0.595
Stacking LogReg C=10,gender,Female,8158,0.11142436871782299,0.2112196805941816,0.36633663366336633,0.21169739351557534,0.595
Stacking LogReg C=10,gender,Male,7105,0.10921885995777621,0.24229935097408523,0.3595360824742268,0.21412125863392173,0.595
Stacking LightGBM Meta,age,[0-10),28,0.0,,0.0,0.0,0.585
Stacking LightGBM Meta,age,[10-20),101,0.06930693069306931,0.1198696668352411,0.14285714285714285,0.1,0.585
Stacking LightGBM Meta,age,[20-30),233,0.08583690987124463,0.11391090639247378,0.15,0.125,0.585
Stacking LightGBM Meta,age,[30-40),527,0.09487666034155598,0.3893275403224871,0.58,0.28431372549019607,0.585
Stacking LightGBM Meta,age,[40-50),1468,0.11307901907356949,0.28308461277308783,0.39156626506024095,0.25691699604743085,0.585
Stacking LightGBM Meta,age,[50-60),2553,0.09479044261652958,0.2101047103298832,0.33884297520661155,0.19617224880382775,0.585
Stacking LightGBM Meta,age,[60-70),3478,0.11242093156986774,0.2521970025743868,0.37851662404092073,0.21637426900584794,0.585
Stacking LightGBM Meta,age,[70-80),3838,0.11594580510682648,0.19731277678157902,0.35280898876404493,0.1933497536945813,0.585
Stacking LightGBM Meta,age,[80-90),2638,0.1197877179681577,0.2028596178970169,0.3670886075949367,0.1826771653543307,0.585
Stacking LightGBM Meta,age,[90-100),399,0.12030075187969924,0.14800147408740355,0.20833333333333334,0.14925373134328357,0.585
Stacking LightGBM Meta,gender,Female,8158,0.11142436871782299,0.21061981455084028,0.3641364136413641,0.19939759036144578,0.585
Stacking LightGBM Meta,gender,Male,7105,0.10921885995777621,0.23656224864899555,0.36082474226804123,0.20817843866171004,0.585
